"ADDRESS_ZIP_CODE","AGG_NUM_VEHICLES","AVG_HOUSEHOLD_SIZE","MED_GROSS_RENT","MED_HOUSING_COST","MED_INCOME","MED_YEAR_BUILT","MONTHLY_OWNER_COSTS","NO_INTERNET","TOTAL_POP"
"02108",210,1.65,2368,2599,151793,0,893,78,4225
"02109",390,1.78,3212,3222,156351,1958,781,21,3627
"02110",305,1.78,3034,3361,123942,1977,809,27,2307
"02111",530,1.93,1619,2134,65587,1996,973,199,7841
"02113",1095,1.66,2144,2180,100613,0,629,229,6726
"02114",1385,1.7,2650,2595,118125,1963,1697,265,13401
"02115",1625,1.71,1784,1791,47486,1950,1160,1199,28559
"02116",2660,1.71,2183,2491,121967,0,4211,647,22587
"02118",3615,1.84,1418,1984,71096,0,3826,1217,27718
"02119",5185,2.32,1059,1275,34987,1949,3011,2514,28307
"02120",1685,2.63,1363,1366,50728,1971,449,665,15082
"02121",6145,2.78,1129,1363,40732,1947,2492,2106,29888
"02122",6815,2.6,1692,1820,77081,0,3787,912,23747
"02124",13500,2.87,1555,1721,65683,0,8006,1648,56070
"02125",6965,2.47,1540,1690,60612,0,4616,1522,32614
"02126",6465,2.89,1553,1655,61180,1945,3360,1062,25572
"02127",9030,2.08,1875,2302,131782,1944,7467,1348,35266
"02128",8350,2.68,1740,1738,71630,0,4276,1736,45501
"02129",4645,2.19,1860,2228,140534,0,4508,553,20411
"02130",8100,2.25,1975,2083,106153,0,7977,1213,41112
"02131",10465,2.58,1679,1858,93601,0,6688,1141,32609
"02132",9145,2.38,1778,1894,114596,1949,7737,772,26437
"02133",NA,NA,NA,NA,NA,NA,0,0,0
"02134",3475,2.27,1949,1922,70021,1948,1228,525,18437
"02135",12760,2.19,1993,1971,85792,1955,4468,1283,45024
"02136",12230,2.92,1477,1648,81859,1952,7425,1554,40947
"02138",5520,2.03,2424,2346,108692,0,5299,546,39370
"02139",4780,2.19,2314,2274,113374,0,5235,879,39707
"02140",4230,2.12,2185,2158,119827,1956,3144,420,20060
"02141",2045,2.04,2411,2324,96563,1971,2009,525,13953
"02142",385,1.82,3392,3379,137723,2003,293,46,4172
"02143",5485,2.15,2092,2175,111201,0,3703,801,25264
"02144",5725,2.19,2270,2297,117601,0,3994,663,25367
"02145",7925,2.4,2090,2123,99035,0,3976,912,27359
"02148",18170,2.55,1773,1853,77082,0,10602,2182,65386
"02149",15250,2.83,1701,1781,71574,0,6356,1450,48584
"02150",10115,2.95,1641,1755,64688,1943,3765,2005,40009
"02151",19445,2.79,1624,1755,72971,1959,10998,2285,60736
"02152",6580,2.3,1656,1826,86780,0,4670,808,19088
"02155",20460,2.36,2122,2064,107937,1943,13502,1352,62996
"02163",95,1.98,2811,2811,67292,1993,0,6,2198
"02169",19495,2.17,1762,1802,80087,1964,10890,2091,60459
"02170",6015,2.45,1608,1673,92052,0,4173,691,20130
"02171",6635,2.23,1850,1923,90558,1963,4440,726,19923
"02176",9370,2.44,1796,2027,125000,0,7913,726,29401
"02180",10130,2.35,1661,1791,105541,1961,6620,579,23077
"02184",14370,2.65,1602,1880,114916,1956,10818,908,38712
"02186",8550,3.02,1276,2618,154125,1943,7199,491,28414
"02188",6065,2.25,1705,1687,98327,1962,4302,446,16169
"02189",6970,2.44,1533,1779,80020,1955,4114,316,15265
"02190",7480,2.33,1642,1764,93988,1966,5428,534,17927
"02191",3230,2.26,1515,1695,95846,1951,2846,143,7856
"02199",150,1.48,3269,3344,106182,1972,59,35,1232
"02203",NA,NA,NA,NA,NA,NA,0,0,0
"02205",NA,NA,NA,NA,NA,NA,0,0,0
"02210",1000,1.53,3257,3281,160000,2011,784,19,4830
"02215",1705,1.61,2157,2132,58466,1942,703,267,25856
"02301",24605,2.93,1337,1526,65275,1953,11337,3183,68571
"02302",13805,2.91,1217,1603,75280,1962,8602,1256,35645
"02322",2170,2.86,1419,1849,127953,1953,1360,101,4740
"02324",11085,2.69,1760,1824,107932,1981,6559,318,25245
"02325",555,2.97,NA,NA,22708,0,4,0,3082
"02330",4595,2.5,1573,1566,61811,1979,4122,322,11641
"02332",5360,2.6,1743,2280,130260,1974,5449,72,16004
"02333",6245,2.89,1292,1881,110924,1970,4011,258,14403
"02338",3310,2.64,1255,1772,98264,1980,2738,341,7737
"02339",5890,3.08,1228,2484,149048,1970,4295,253,14742
"02341",4650,2.7,1732,1947,113500,1972,3502,254,10419
"02343",4360,2.4,1015,1780,89580,1956,3775,412,11309
"02346",11190,2.44,1428,1657,81809,1979,7591,663,24219
"02347",5325,2.74,1663,1816,112240,1981,3499,171,11514
"02350",90,2.6,NA,1692,NA,1941,70,0,182
"02351",7265,2.77,1365,2045,113155,1969,4796,339,16974
"02356",4625,2.56,1546,1896,114682,1977,3316,250,11943
"02357",140,NA,NA,NA,NA,NA,0,0,1582
"02359",7560,2.66,1607,2067,130015,1977,5942,264,18329
"02360",24240,2.37,1588,1884,97956,1979,20203,1184,60793
"02364",6335,2.52,1060,1908,103945,1981,4524,437,13618
"02366",NA,NA,NA,NA,NA,NA,0,0,194
"02367",1135,2.96,1396,2131,118098,1983,919,79,2934
"02368",13245,2.82,1768,1873,87985,1966,8129,856,34696
"02370",7985,2.64,1216,1748,90315,1961,5161,448,17774
"02375",4995,2.55,1856,1953,110549,1978,3595,170,11437
"02379",3500,2.75,1745,1962,111964,1960,2317,150,7622
"02382",7085,2.65,1469,1831,94919,1959,4008,438,15116
"02420",5085,2.84,2130,3413,215303,1963,4851,125,15451
"02421",5570,2.69,2691,3177,191140,1964,5335,238,18784
"02445",3750,2.29,2477,2466,126832,0,5089,277,21485
"02446",4870,2.18,2389,2483,109845,1945,5623,676,31764
"02451",7465,2.35,2160,2151,109021,1966,4550,470,17965
"02452",5160,2.25,2067,2025,101857,1968,2778,223,16193
"02453",11870,2.23,1853,1883,100167,1951,5073,1096,30441
"02457",125,NA,NA,NA,NA,NA,18,0,1848
"02458",4325,2.52,1893,2292,131992,0,3088,199,12428
"02459",5350,2.8,2276,2907,200091,1943,5328,78,19081
"02460",2995,2.55,2079,2433,140000,0,2362,238,9638
"02461",1940,2.72,2418,2802,181220,1948,2030,48,6899
"02462",450,2.31,1510,2500,91944,1954,341,36,1381
"02464",1175,2.57,2464,2430,121071,0,891,7,3595
"02465",3920,2.57,2101,2598,167330,0,3146,142,11574
"02466",2430,2.53,1940,2317,137656,1953,1614,237,9109
"02467",5370,2.43,2483,2586,157054,1959,4455,282,23328
"02468",1435,2.78,NA,3358,250001,0,1789,9,5305
"02472",12490,2.17,1996,2091,101354,1945,7940,844,35229
"02474",8310,2.4,1873,2047,124375,1949,6717,384,28028
"02476",5505,2.32,1668,1858,127649,0,4796,419,18017
"02478",7640,2.58,2211,2406,151290,0,6592,502,27016
"02481",3440,3.02,2213,3373,249375,1951,4154,110,16997
"02482",2940,2.59,2510,3092,202396,1961,3023,216,10520
"02492",6410,2.84,2003,3052,190651,1958,6470,230,20927
"02493",3270,2.95,1741,3667,220815,1960,3252,77,11806
"02494",3480,2.61,1801,2299,153285,1966,3037,151,10881
"02532",5610,2.18,1264,1464,77221,1974,4548,301,12715
"02534",280,2.81,NA,1604,NA,1978,347,0,1127
"02535",645,2.88,1578,1670,104135,1981,644,4,2151
"02536",7830,2.42,1517,1542,74944,1976,7228,670,20261
"02537",2735,2.85,1443,1837,124167,1982,2346,24,7124
"02538",1875,2.66,1238,1292,88152,1970,1157,78,4663
"02539",1655,3.58,1408,1783,73849,1985,1030,78,5084
"02540",2635,2.06,1071,1246,81343,1967,2868,365,8888
"02542",310,3.2,1679,1632,43929,1956,0,13,847
"02543",290,1.91,1207,1077,79306,1951,400,16,924
"02553",NA,NA,NA,NA,NA,1990,30,0,30
"02554",5415,3.37,1822,2188,116470,1985,2814,204,13585
"02556",915,2.33,1157,1882,106167,1976,875,15,2457
"02557",470,2.44,1736,1080,67703,1957,406,58,1762
"02558",560,1.78,1439,1309,56588,1941,710,149,1779
"02559",1320,2.08,1150,1240,78883,1971,1222,259,3307
"02561",450,3.66,1414,1185,81983,1950,194,0,1025
"02562",1520,2.59,1472,1944,110233,1979,1037,31,3204
"02563",4125,2.35,1589,1921,105302,1982,3456,145,9514
"02564",NA,3.7,NA,4001,119519,1985,33,0,180
"02568",3455,2.87,1340,2047,70197,1983,2107,264,8810
"02571",4135,2.19,959,1452,72500,1956,3468,384,10738
"02575",735,2.68,2052,1728,114432,1986,787,64,2432
"02576",1820,2.26,1314,1359,60764,1980,1493,174,3985
"02584",NA,1.2,NA,NA,NA,1984,25,0,30
"02601",6965,2.48,1435,1484,57844,1973,3522,483,17175
"02630",850,2.6,1768,1679,122976,1978,659,0,1953
"02631",3800,2.18,1360,1536,88207,1982,3790,170,10109
"02632",5215,2.52,1918,1889,102733,1976,3799,195,12038
"02633",1360,2.03,1043,1435,95604,1976,1961,205,4649
"02635",1000,2.1,1542,1750,68837,1981,1313,124,2902
"02637",90,2.26,NA,3060,NA,1949,129,40,292
"02638",940,2.2,1347,1214,100063,1976,1163,83,3180
"02639",1260,2,1242,1191,46635,1963,1044,190,3439
"02641",NA,1.96,NA,1361,175571,1984,91,25,178
"02642",1785,2.25,1639,1185,76859,1977,2357,208,5674
"02643",NA,NA,NA,NA,NA,1964,0,0,0
"02644",2055,2.57,1602,1804,115078,1982,1289,0,3713
"02645",4705,2.4,1247,1397,82889,1979,3801,241,10845
"02646",520,1.97,1466,1499,67283,1962,780,38,1801
"02647",NA,2.48,NA,1813,NA,0,48,0,166
"02648",3285,2.37,1774,1857,111754,1984,2875,64,7283
"02649",6290,2.26,1365,1467,83563,1986,5524,421,14996
"02650",NA,1.9,NA,3361,80125,1979,300,8,764
"02652",305,1.6,NA,1119,83468,1976,470,29,990
"02653",1800,2.07,974,1225,79250,1975,2405,124,6276
"02655",1275,2.13,1635,1997,97070,1978,1356,64,3341
"02657",525,1.81,1133,1539,72904,1948,1488,182,3582
"02659",300,2.06,1115,1350,61302,1973,490,6,1141
"02660",2475,2.21,1329,1314,69931,1974,2237,271,6480
"02663",125,2.24,NA,1217,NA,1966,168,10,398
"02664",3625,2.22,1621,1482,72179,1970,2886,362,9010
"02666",130,1.97,NA,866,NA,1975,295,60,585
"02667",1210,2.49,1274,1057,90625,1975,1294,62,3907
"02668",1170,2.59,NA,2395,100869,1985,955,36,2604
"02670",455,1.66,1245,1193,61875,1963,634,91,1373
"02671",260,1.86,NA,1118,76719,1970,426,59,870
"02672",NA,1.74,NA,2543,71250,1968,88,0,153
"02673",3715,2.42,1583,1548,65880,1971,3098,218,9351
"02675",2500,2.32,1519,1466,96399,1980,2849,114,7178
"02702",2185,2.58,1395,1950,105515,1979,1565,62,4383
"02703",19275,2.55,1261,1500,81798,1971,12062,1645,46126
"02713",NA,1.89,NA,1813,71667,1960,13,6,34
"02715",1870,2.53,NA,1984,97148,1998,1266,137,3531
"02717",2380,2.8,1923,1764,112308,1977,1499,54,4782
"02718",3315,2.81,899,1581,89796,1980,2185,157,6867
"02719",6625,2.27,953,1367,79432,1953,5077,781,15911
"02720",12265,2.18,993,1077,56843,1946,5530,1971,31210
"02721",9040,2.44,882,965,47963,0,4047,2565,26981
"02723",5915,2.2,888,926,43142,0,2292,1462,16577
"02724",5650,2.16,903,935,43511,0,2809,1871,18127
"02725",1035,2.54,NA,1404,118176,1967,811,27,2490
"02726",7325,2.48,1242,1470,95307,1961,5267,729,15781
"02738",1805,2.56,1326,1553,106354,1960,1628,89,5378
"02739",2540,2.21,1546,1513,101487,1977,2237,104,6478
"02740",16160,2.32,930,1017,47206,0,7360,3098,45990
"02743",4835,2.57,952,1317,78471,1965,3524,371,10443
"02744",4565,2.45,962,994,48009,0,1708,1049,12614
"02745",11030,2.41,946,1111,63623,1959,5959,1237,24884
"02746",4640,2.47,920,946,37565,0,1126,1327,16675
"02747",8755,2.51,1209,1567,90048,1978,5623,780,22872
"02748",4535,2.38,1101,1382,101782,1967,3621,465,11496
"02760",12490,2.48,1151,1449,97884,1973,7981,558,28837
"02762",4345,2.35,1659,1860,96932,1980,3032,198,9760
"02763",640,2.38,1605,1635,98224,1988,538,117,1720
"02764",2050,2.84,1582,1597,101226,1972,1357,47,4472
"02766",7705,2.62,1671,1850,109375,1982,5476,419,19270
"02767",6430,2.72,1613,1850,100425,1985,4336,429,15255
"02769",6020,2.84,1184,2004,115156,1979,3896,125,12434
"02770",2710,2.8,1347,1765,110959,1984,1806,79,5702
"02771",6530,2.57,1478,1664,100041,1966,5109,432,15339
"02777",7810,2.49,1183,1486,101703,1971,5915,554,17020
"02779",3130,2.92,NA,1951,110518,1983,2244,185,6724
"02780",21570,2.49,1068,1233,63524,1963,12414,2643,51911
"02790",7650,2.43,1164,1394,85470,1972,5504,609,16237
"02791",NA,1.48,NA,1011,90543,0,211,32,361
"02802",265,2.11,848,1075,105694,0,58,56,501
"02804",1400,2.73,1294,1416,111014,1953,738,106,2456
"02806",6620,2.78,1434,2196,130455,1957,5500,248,17201
"02807",350,2.11,1139,1548,72279,1980,338,36,1007
"02808",965,2.7,1075,1233,67480,0,512,109,2432
"02809",8805,2.3,1170,1410,80727,1965,5537,993,22305
"02812",470,2.38,NA,1424,111279,1997,417,20,1043
"02813",3515,2.3,1292,1389,86023,1980,2885,195,8012
"02814",3600,2.63,955,1394,93060,1974,2507,197,7638
"02815",NA,2.15,NA,1857,NA,0,56,0,155
"02816",14670,2.39,1051,1425,86981,1969,10437,933,32348
"02817",3015,2.79,2004,2143,126402,1989,1939,32,6500
"02818",8305,2.37,1375,1797,109796,1974,6066,455,19814
"02822",2635,2.92,954,1436,84018,1981,1722,85,6155
"02823",NA,1.92,NA,NA,NA,NA,13,0,25
"02824",NA,1.65,NA,1580,NA,1953,85,43,140
"02825",2970,3.13,893,1663,97651,1978,1629,131,5771
"02826",415,2.09,NA,NA,68471,1952,282,0,589
"02827",1055,2.76,2069,1747,90192,1979,809,83,2357
"02828",2790,2.2,1363,1473,82414,1973,2678,373,7331
"02829",NA,4.34,NA,NA,NA,NA,0,0,152
"02830",2845,2.64,869,1627,107033,1971,1855,257,6377
"02831",1800,2.83,1550,1365,121250,1969,1286,89,4201
"02832",2320,2.69,1066,1720,96951,1983,1464,54,4901
"02833",215,2.22,375,980,33547,1972,254,16,782
"02835",2015,2.34,1642,2198,120129,1977,2002,15,5531
"02836",NA,1.57,NA,NA,NA,0,53,0,95
"02837",1415,2.26,1717,1529,96111,1963,1262,50,3600
"02838",1195,2.68,1187,1204,59883,1954,515,150,3645
"02839",765,2.23,1367,1315,78477,1977,385,24,1313
"02840",7860,2.15,1399,1538,77042,0,4712,780,23460
"02841",350,3.17,NA,NA,NA,NA,0,0,1862
"02842",7660,2.3,1475,1636,88211,1969,4103,675,16983
"02852",10150,2.38,1073,1517,96100,1969,7366,388,22979
"02857",3785,2.53,1266,1684,104617,1964,2849,129,7992
"02858",370,2.91,NA,1227,111250,0,182,12,622
"02859",3595,2.9,891,1528,103218,1967,1892,204,7401
"02860",19220,2.52,969,1090,49357,1942,7296,2672,48092
"02861",12730,2.51,1110,1278,73285,1951,6870,937,27128
"02863",6495,3.04,955,971,40235,0,1809,1037,22192
"02864",17065,2.63,1023,1517,104975,1970,10650,1403,36053
"02865",8150,2.69,1247,1545,103934,1968,5096,593,18269
"02871",8010,2.41,1608,1850,104677,1973,5820,409,17674
"02872",NA,1.56,NA,NA,NA,0,69,43,128
"02873",NA,1.24,NA,NA,NA,1976,58,0,72
"02874",2700,2.75,1673,1979,124471,1985,2096,91,6615
"02875",160,2.21,NA,1784,87800,1968,127,0,305
"02876",300,1.5,1568,1316,30513,1959,91,47,782
"02878",7525,2.44,1119,1387,85522,1969,5179,567,16287
"02879",8935,2.42,1165,1603,102397,1976,6959,577,22325
"02881",1210,2.42,1319,1527,72466,1973,478,43,6844
"02882",5120,2.46,1298,1475,83502,1973,3723,326,13574
"02885",4960,2.18,1032,1227,75755,1954,2921,654,11166
"02886",13090,2.28,1262,1436,75404,1966,8352,1270,29991
"02888",8490,2.19,1148,1397,78269,1954,6547,888,18398
"02889",12415,2.5,1173,1422,79274,1959,8783,903,28433
"02891",9910,2.19,1176,1387,82331,1972,7147,437,21998
"02892",2895,2.88,1596,1794,118542,1986,1836,36,6144
"02893",14575,2.19,1045,1190,62649,1964,7677,1613,30823
"02894",360,2.18,NA,1538,71813,1945,237,80,555
"02895",16115,2.51,974,1034,48882,1948,6372,2066,43177
"02896",5120,2.53,897,1586,95595,1969,3546,396,11499
"02898",685,2.45,NA,2091,86122,1977,550,14,1441
"02903",2780,1.68,1200,1363,50966,1947,950,866,12450
"02904",11685,2.39,1068,1200,56139,1971,6581,1870,31494
"02905",8450,2.57,1028,1212,45594,0,4721,1723,26569
"02906",8485,2.09,1435,1663,93341,0,6040,373,26299
"02907",9745,2.96,971,1057,39522,0,3208,1629,31705
"02908",14340,2.64,1152,1276,63775,0,7091,1500,38977
"02909",14665,2.81,999,1151,52232,0,5663,1833,42021
"02910",10285,2.6,1196,1348,77951,1945,5938,562,22469
"02911",7410,2.37,1217,1393,69306,1958,3895,489,16151
"02912",240,1.62,NA,NA,NA,NA,0,0,4247
"02914",8450,2.31,1052,1096,51513,1954,4863,1469,21966
"02915",7025,2.19,1076,1358,76385,1962,4633,684,15912
"02916",4140,2.45,1029,1292,85025,1954,2691,317,9293
"02917",5275,2.44,852,1444,92440,1974,3680,382,14595
"02918",255,NA,NA,NA,NA,NA,0,0,2934
"02919",12365,2.54,1045,1301,76592,1968,8366,947,29473
"02920",13215,2.41,1157,1353,68794,1962,9039,1932,37389
"02921",5575,2.63,1343,1975,112767,1988,3835,331,12384
"03031",4200,2.62,1159,2116,142083,1976,4070,118,11744
"03032",2445,2.94,1739,2142,127330,1983,1829,25,5852
"03033",2675,3.24,1682,2184,150893,1990,1664,27,5591
"03034",2130,2.6,1188,1723,106868,1975,1512,70,4166
"03036",2445,3.01,906,2127,131635,1991,1672,17,5198
"03037",2265,2.83,1346,1647,111833,1982,1482,78,4664
"03038",15375,2.62,1266,1501,84819,1980,8696,473,34371
"03042",3075,2.64,1339,1729,88671,1989,2333,149,7077
"03043",560,2.7,1500,1422,99185,1975,535,86,1542
"03044",2410,2.83,1571,1848,116944,1986,1542,41,4680
"03045",6160,2.53,1324,1621,100751,1979,4365,413,13824
"03046",1495,2.94,1104,2029,136548,1993,965,18,3006
"03047",825,2.56,NA,1497,89179,1983,561,85,1789
"03048",1610,2.45,1090,1178,80761,1978,1155,123,3468
"03049",3325,2.58,1612,2185,144514,1981,3003,109,8324
"03051",12900,2.64,1357,1766,112285,1982,7957,373,25314
"03052",3375,2.85,1668,1897,122139,1984,2578,75,8467
"03053",11505,2.75,1505,1894,116996,1985,7947,494,25534
"03054",11750,2.67,1609,1747,114562,1984,8758,442,26730
"03055",7315,2.47,1383,1576,82990,1982,3907,315,16041
"03057",1065,2.89,1542,2266,134356,1986,805,5,2584
"03060",13700,2.48,1302,1363,58434,1957,4258,1067,31039
"03062",11980,2.41,1624,1721,95279,1983,8068,724,28562
"03063",7850,2.35,1518,1589,93876,1981,4165,291,16289
"03064",6095,2.31,1282,1452,69637,1954,3835,380,14769
"03070",2690,2.95,1005,2102,122292,1990,1753,78,6051
"03071",2195,2.83,842,1369,81958,1984,1581,90,5217
"03076",6560,2.89,1241,1886,111333,1982,4341,304,14099
"03077",5080,2.6,1380,1545,82521,1983,3146,275,10670
"03079",14490,2.47,1332,1690,91276,1976,9286,782,30158
"03082",740,2.63,1711,1643,94000,1978,564,37,1628
"03084",550,2.44,1393,1723,88056,1984,429,19,1257
"03086",1880,2.35,1353,1781,83477,1959,1367,159,4096
"03087",5810,2.93,2780,2495,167641,1993,4956,66,15587
"03101",1290,1.56,1519,1528,58802,1942,99,300,3114
"03102",14690,2.29,1283,1344,60103,1969,5114,1300,33924
"03103",16875,2.47,1090,1183,61743,1959,6804,1561,37602
"03104",16005,2.24,1222,1395,73574,1966,8329,954,34557
"03106",6905,2.68,1390,1553,88638,1985,3974,229,14732
"03109",4770,2.57,1379,1603,87540,1979,2907,303,10023
"03110",8520,2.81,1863,2125,143119,1989,6906,270,23157
"03215",50,2,1036,1531,83281,1983,83,0,198
"03216",950,2.88,1112,1306,81333,1978,701,33,2420
"03217",900,2.38,1014,1124,48509,1979,529,104,2365
"03218",715,2.48,1301,1452,81335,1984,408,19,1411
"03220",3335,2.44,856,1118,67697,1982,2585,305,7424
"03221",1015,2.44,1125,1473,88000,1964,782,80,2142
"03222",2440,2.61,1046,1128,70000,1982,1861,233,5992
"03223",1805,2.85,858,1134,73919,1983,960,171,3382
"03224",865,2.47,NA,1492,102750,1978,834,39,2233
"03225",1395,2.69,1186,1550,75202,1978,1199,93,3491
"03226",345,2.15,883,1103,91071,1975,340,43,825
"03227",440,1.97,1850,815,127813,1961,637,26,1364
"03229",2475,2.67,1159,1533,100665,1974,1998,253,5941
"03230",525,2.22,1010,914,60268,1979,578,152,1366
"03231",NA,1.79,NA,1323,90804,1972,71,0,138
"03233",150,2.35,NA,1836,116034,0,90,0,235
"03234",2215,2.71,1061,1565,96607,1986,1516,133,4843
"03235",3875,2.27,951,1066,61678,1954,2528,541,8859
"03237",1035,2.72,NA,1362,84199,1978,706,35,2100
"03238",NA,1.95,NA,434,39250,1948,42,26,84
"03240",475,2.44,1099,1164,70625,1979,425,55,1125
"03241",380,2.6,1115,1115,81607,1974,343,19,1010
"03242",2255,2.44,1000,1291,79500,1972,1440,193,5671
"03243",380,2.48,850,1228,77019,1979,327,49,881
"03244",3065,2.53,NA,1433,84861,1978,2758,275,7632
"03245",930,2.47,1630,983,78304,1979,644,43,2092
"03246",6650,2.4,1097,1236,63812,1969,4126,775,16847
"03249",3325,2.48,923,1449,102358,1981,2777,231,7642
"03251",425,2.49,995,877,58917,NA,413,43,1401
"03253",2240,2.13,1205,1273,61359,1976,2458,177,6630
"03254",1780,2.43,1410,1283,82526,1983,1808,72,4876
"03255",730,2.55,433,1269,102273,1989,668,35,1902
"03256",1030,2.65,1127,1218,74509,1987,818,50,2572
"03257",1015,2.13,1359,1673,81984,1981,1354,142,4261
"03258",1140,2.71,1657,1692,110291,1988,905,29,2677
"03259",100,1.66,NA,576,71616,1974,151,23,250
"03260",500,2.72,NA,1694,110089,1974,356,3,1027
"03261",2105,2.64,1047,1598,104653,1970,1578,41,4601
"03262",585,2.48,1012,1132,62750,1983,373,53,1177
"03263",1745,2.26,879,1074,58036,1971,1179,260,4129
"03264",1985,2.62,1035,1232,68984,1981,1232,183,6916
"03266",725,2.42,783,923,57361,1972,683,84,1963
"03268",495,2.45,1250,1330,79519,1979,571,91,1467
"03269",1445,2.71,1051,1433,75833,1980,824,117,2935
"03273",190,2.5,NA,878,160379,0,115,0,287
"03275",5530,2.68,1077,1334,82907,1972,3384,300,12002
"03276",4275,2.43,953,1055,61664,1975,2423,305,8758
"03278",1280,2.38,1119,1295,74792,1974,800,106,3004
"03279",350,2.55,1034,826,48563,1981,259,28,783
"03280",515,2.42,1237,1040,78542,1979,431,56,1157
"03281",4560,2.69,1341,1525,101773,1984,3192,164,9072
"03282",390,2.65,1229,1185,79375,1980,356,35,1099
"03284",370,3.42,1075,1190,98542,1982,220,1,863
"03285",1225,2.52,1125,1222,72973,1984,853,62,2704
"03287",765,2.29,1195,1515,104241,1985,519,10,1512
"03290",2115,2.59,1288,1959,95655,1983,1878,90,5090
"03291",NA,3.83,NA,NA,NA,NA,29,0,111
"03293",NA,3.98,NA,1293,53333,1956,54,0,215
"03301",12585,2.28,1152,1281,72594,1965,7261,1337,33289
"03303",7520,2.43,1170,1360,79599,1981,4449,572,16240
"03304",3765,2.94,1227,2029,132774,1982,2494,91,8227
"03307",2330,2.41,1036,1125,64836,1984,2063,44,5634
